Taxi Group Name,Taxi Division Rank,Driver Full Name,Vehicle Brand,Experience Group,Special Awards,Endurance Score,Profitability Score,Safety Score,Efficiency Score,#of1Star Ratings,#of2Star Ratings,#of3Star Ratings,#of4Star Ratings,#of5Star Ratings
Carr and Sons,1,Bradley Williams,17,6,False,-0.524894,-0.403527,-0.730151,0.945916,4,21,25,36,37
Carr and Sons,1,Toby Whittaker,17,2,False,0.153165,-1.27258,-1.1301,-0.0792473,2,1,3,53,53
Carr and Sons,1,Douglas Kay,0,3,False,-2.58023,0.314612,-0.872149,-1.02381,2,2,7,50,58
Carr and Sons,2,Kim Henry,13,5,False,-0.794324,-0.991553,-0.394392,-0.114042,4,0,7,60,53
Carr and Sons,2,Luke Smith,0,3,False,-1.06367,-1.50749,-1.33071,-0.125596,1,11,11,47,51
Carr and Sons,2,Joanne Skinner,4,6,False,-0.251288,-0.904736,-0.152488,-0.743126,20,35,50,11,16
Carr and Sons,2,Abbie Higgins,17,2,False,-1.43544,-0.368758,-1.29338,-0.110113,24,35,46,14,13
Carr and Sons,2,Gail West,12,5,False,0.457389,0.611735,-0.170718,0.932328,11,5,32,41,27
Carr and Sons,2,Neil Rowe,3,2,False,-0.92031,-0.405708,-1.21631,1.01481,9,23,42,25,19
Carr and Sons,3,Paige Ellis,1,4,False,1.26612,1.45624,-0.734237,0.179338,4,4,12,58,52
Carr and Sons,4,Kayleigh Cole,5,1,False,-0.239988,0.827221,-0.52166,0.85788,8,23,32,25,26
Carr and Sons,4,Joseph Vincent,9,1,False,0.216657,0.0123751,0.417733,-0.666831,23,37,42,10,20
Carr and Sons,4,Patricia Burrows,6,5,False,0.201048,0.52212,-0.352085,1.05944,5,30,33,34,24
Carr and Sons,4,Chloe Harvey,0,4,False,-1.17894,-1.74439,-1.09803,-1.4107,7,22,26,49,33
Carr and Sons,1,Christopher Mann,0,6,False,-0.860839,-1.75038,-0.445467,-1.35901,26,35,62,6,6
Carr and Sons,1,Tony Smith,6,6,False,0.315499,-0.260705,-0.0423121,1.2697,5,17,26,39,29
Carr and Sons,1,Dennis Thomas,5,3,False,-1.51926,-1.28901,-0.664758,-0.242444,23,32,44,24,24
Carr and Sons,1,Tracy Graham,17,4,False,1.23734,0.611858,0.928597,1.11497,11,18,32,36,35
Carr and Sons,1,Nicholas Wong,2,4,False,1.6021,2.89146,1.29234,0.824133,3,8,12,46,51
Carr and Sons,1,Angela Lambert,16,3,False,0.10912,1.8233,4.92237,-0.639593,13,34,40,33,32
Carr and Sons,1,Frederick Simpson,15,5,True,0.87453,1.63323,0.540458,1.38018,1,7,4,68,50
Carr and Sons,1,Justin Elliott,0,2,False,0.104706,2.21148,2.16136,0.27707,10,15,26,36,40
Carr and Sons,1,Judith Robinson,16,4,False,-0.0142997,0.259686,1.26176,-1.20876,16,33,49,9,2
Carr and Sons,1,Gary Clark,9,4,False,-0.430837,-0.515017,-0.701424,-1.06232,18,26,36,10,15
Carr and Sons,1,Lewis Murray,17,2,False,-0.26428,-1.17685,-0.0245527,-0.0195729,7,14,35,46,31
Carr and Sons,1,Mitchell Barber,15,1,False,-1.27023,-1.09449,2.84083,-0.00833482,4,9,5,56,60
Carr and Sons,5,Jodie Morgan,11,3,False,0.756346,-0.606012,-0.129697,-0.82182,25,42,60,6,2
Carr and Sons,5,Colin Evans,13,1,False,0.156284,0.105714,-0.198879,0.762616,13,30,42,31,22
Carr and Sons,5,Amber Morris,3,5,False,0.201794,0.654286,-0.406443,1.58633,7,19,29,35,45
Carr and Sons,5,Linda Berry,17,1,False,-0.45774,-0.11971,0.447899,1.69993,14,22,23,48,31
Carr and Sons,5,Marilyn Walker,4,2,False,-0.656677,-1.57272,-1.56455,-1.85243,6,23,36,17,15
Carr and Sons,5,Stuart Wilkinson,16,3,True,1.22568,0.715872,0.746025,1.10238,1,2,5,72,59
Carr and Sons,6,Rebecca Mills,6,1,False,0.327469,0.714114,0.215399,1.04973,1,5,10,63,59
Carr and Sons,6,Tony Mistry,17,3,False,0.377566,-0.370474,-0.031649,0.0710469,16,27,50,17,19
Carr and Sons,6,Jane Atkinson,15,3,False,-0.0117422,0.512094,0.374728,0.140044,15,18,31,33,36
Carr and Sons,6,Kimberley Brown,16,3,False,0.342292,1.67844,1.74906,-0.0381956,16,19,58,17,23
Carr and Sons,1,Terry Williams,17,1,False,0.47229,-0.25995,-0.320266,1.14476,10,25,40,34,45
Carr and Sons,1,Leigh Barry,4,6,False,-0.623618,-1.05576,-0.917336,-0.589073,21,40,58,16,17
Carr and Sons,1,Craig Thorpe,14,3,False,-1.28816,-1.39498,-1.15129,-0.67204,24,36,65,5,19
Mitchell-James,0,Sophie Booth,6,2,True,1.46185,1.50763,0.543886,0.655648,3,3,11,66,42
Mitchell-James,0,Lawrence Phillips,16,3,False,0.482292,1.76944,1.78706,-0.0111956,13,22,56,17,23
Scott-Barnett,0,Eleanor Saunders,17,5,False,-0.60261,-0.766101,-0.95486,-0.726852,7,25,33,25,45
Scott-Barnett,0,Alex Ward,1,5,False,-0.255496,1.42293,0.856126,0.0227385,15,12,23,22,35
Scott-Barnett,0,Andrea Davis,3,3,False,-1.21842,-1.00441,-1.01173,-0.211149,5,7,22,47,42
Scott-Barnett,0,Dominic Fry,3,4,False,-0.332837,0.255505,-0.712373,-0.216515,16,28,53,19,20
Scott-Barnett,1,Sean Williams,17,3,False,1.54175,-0.113209,-0.0645821,-0.364998,17,26,36,35,36
Scott-Barnett,1,Callum Parsons,17,1,False,1.06569,2.24815,1.06198,0.363485,11,20,21,38,42
Scott-Barnett,1,Denise Browne,13,1,False,1.41433,0.894834,-0.00117574,-0.688314,23,32,61,12,15
Scott-Barnett,1,Nathan Nicholson,3,2,True,0.901619,0.143817,0.0792951,1.70462,17,21,50,21,19
Scott-Barnett,1,Kim Kay,0,2,False,0.468919,3.18747,1.27996,0.226138,14,6,18,41,53
Scott-Barnett,1,Oliver McDonald,13,4,False,-1.16985,-0.983218,0.539886,-0.102217,14,29,37,10,22
Scott-Barnett,1,Beth Palmer,14,3,True,-0.674755,3.19832,-1.68884,2.79318,1,3,6,49,52
Scott-Barnett,2,Paul Warner,9,2,False,0.433585,0.0165446,0.895383,0.333057,9,22,37,20,29
Scott-Barnett,2,Richard Woodward,9,4,False,-0.0171748,-0.557967,-0.180082,0.621114,20,48,53,6,7
Scott-Barnett,2,Shane Humphreys,14,2,False,-0.232869,-0.169786,-0.20659,1.01812,2,19,24,33,34
Scott-Barnett,2,Jeffrey Thomas,3,1,False,-0.209595,-0.518899,-0.495766,2.11941,14,22,28,35,33
Scott-Barnett,2,Cheryl Knowles,6,6,False,-0.300486,-0.895002,-0.496879,0.129188,1,9,26,38,41
Scott-Barnett,1,Damian King,13,1,False,-0.286927,-0.146027,-0.527186,-0.116044,21,35,44,16,16
Scott-Barnett,1,Shannon Clarke,16,6,False,-0.526924,-0.00570001,0.457134,0.177793,2,11,25,35,25
Scott-Barnett,1,Anne Lowe,3,4,False,-0.734283,-0.463115,1.09734,0.566716,4,8,12,45,45
Scott-Barnett,1,Emma Howell,17,3,False,2.37511,-0.195162,-1.2699,-0.366305,0,5,5,50,59
Scott-Barnett,1,Bethany Patel,12,5,False,1.11611,-0.131911,0.0478403,0.675754,0,4,5,54,56
Scott-Barnett,1,Gavin Sinclair,0,1,False,-0.785186,-1.88367,-0.617684,-1.3844,17,29,51,11,5
Johnson and Sons,0,Lindsey Chan,12,4,False,0.273088,0.660933,-0.306975,1.62303,15,42,47,13,8
Johnson and Sons,0,Barbara Stephens,16,6,False,-0.458505,-0.911231,2.46554,-0.278202,7,20,35,30,34
Johnson and Sons,0,Teresa Leonard,6,1,False,-1.14355,-1.25543,-1.05592,-0.0142518,12,16,43,19,28
Johnson and Sons,0,John Howard,5,1,False,-0.186988,0.823221,-0.43066,0.96088,10,19,32,29,26
Johnson and Sons,1,Joan Peters,7,6,False,0.606398,-0.227875,0.199009,1.97221,6,35,40,19,20
Johnson and Sons,1,Chelsea Harrison,13,4,False,-0.791127,-0.621442,-1.10411,-0.690419,1,8,22,48,42
Johnson and Sons,2,Stephen Hill,17,6,False,-1.14364,-0.771408,-1.05682,0.00954912,1,11,9,48,51
Johnson and Sons,2,Mohamed O'Connor,0,3,False,-0.420074,-0.843033,-0.0983281,-0.209493,18,36,72,7,0
Johnson and Sons,2,Neil Chapman,1,6,False,0.731601,0.385866,0.455479,0.240305,10,24,40,15,12
Johnson and Sons,2,Peter Knight,0,4,False,0.619601,-0.0627712,0.344619,0.925981,3,18,31,36,36
Johnson and Sons,2,Aaron Cook,5,3,False,0.0120997,-0.655813,-1.37196,-1.50877,8,26,24,30,33
Johnson and Sons,1,Janice White,9,2,False,-1.60416,-1.45583,-1.42073,-1.2503,7,10,13,45,40
Johnson and Sons,1,Amelia Davis,13,4,False,-1.06085,-0.924218,0.521886,-0.208217,16,29,40,14,18
Johnson and Sons,1,Charlie Rogers,15,1,False,-1.35358,-1.24731,0.923474,-1.23466,17,29,56,12,12
Johnson and Sons,1,Maureen Clements,10,3,False,0.49535,0.577242,0.292715,1.06076,14,17,25,45,29
Johnson and Sons,1,Leslie Walsh,12,2,False,0.169638,0.583341,-0.456269,0.579835,8,20,29,25,27
Johnson and Sons,1,Denis Edwards,13,4,False,0.072844,0.372304,1.15507,0.978777,10,31,44,24,36
Johnson and Sons,2,Joe Gray,14,3,True,-0.747755,3.06932,-1.67984,2.84218,-3,-2,4,47,52
Johnson and Sons,2,Bryan Baxter,5,1,False,-0.848989,1.27616,-0.717341,0.672838,13,29,49,17,16
Johnson and Sons,2,Arthur Thomas,3,1,False,-1.8106,-1.29103,-0.0686863,-0.762888,14,32,55,7,3
Johnson and Sons,2,Josh Pearson,9,3,False,-0.82999,-0.483913,-0.894865,0.918671,9,16,33,30,27
Johnson and Sons,2,Karl Webster,9,5,False,-0.0257641,-0.656827,0.0140063,0.721823,23,38,61,10,14
Johnson and Sons,2,Vanessa Brown,13,1,False,0.484977,0.0259609,-0.718552,-1.5097,8,25,29,39,27
Johnson and Sons,3,Marie Watkins,12,3,False,-0.294974,0.25655,-0.0913923,-1.05643,10,18,31,36,24
Johnson and Sons,3,Nicola Lamb,17,3,False,0.0858456,0.21531,-0.0235632,-0.70497,23,37,55,9,15
Johnson and Sons,3,Beth Owen,17,3,False,-1.98039,-2.01232,-1.64716,0.43864,12,24,40,22,18
Johnson and Sons,1,Jemma Walker,12,3,False,0.233793,1.12976,-0.393151,0.783995,8,15,18,50,42
Johnson and Sons,1,Dale Thompson,9,4,False,0.80013,1.54908,0.959439,-1.34109,9,21,33,23,38
Johnson and Sons,1,Grace Smith,16,4,True,1.1546,1.16988,1.39444,0.813306,0,5,7,53,68
Johnson and Sons,1,Bruce Powell,17,3,False,-0.95488,0.269683,-1.66319,-0.125425,11,22,43,24,22
Johnson and Sons,1,Scott Hughes,14,5,False,-0.118772,-1.13483,-0.816034,-1.28078,22,46,57,3,-2
Johnson and Sons,4,Ann Griffin,12,1,False,0.484986,-0.0626692,0.231233,1.76021,4,11,8,54,56
Johnson and Sons,4,Billy Harper,12,2,False,-0.605276,-1.88513,-1.33182,0.318449,12,15,19,38,48
Johnson and Sons,4,Georgia Rowe,10,1,False,-2.34148,-0.829652,-1.48041,0.893154,4,21,19,43,49
Johnson and Sons,4,Patrick Kent,9,2,False,-1.38574,-1.41161,-1.11711,-0.716624,6,15,28,31,30
Johnson and Sons,4,Pamela Blackburn,13,4,False,-0.188338,-0.577465,-0.892298,0.151463,20,41,43,6,6
Johnson and Sons,4,Damian Coles,15,1,False,0.5078,0.891961,-0.337357,2.16393,5,11,15,48,29
Johnson and Sons,1,Tony Wright,14,4,True,0.308439,1.33008,-0.156906,1.51345,6,13,31,34,45
Johnson and Sons,1,Cameron Hunt,3,1,False,-0.291974,0.303348,-0.537684,1.34242,7,10,24,45,50
Johnson and Sons,1,Teresa Williams,2,4,False,1.5761,2.85946,1.38634,0.818133,5,12,12,46,49
Johnson and Sons,5,Jayne Griffin,16,4,True,1.2966,1.19688,1.48044,0.826306,-3,8,5,56,67
Johnson and Sons,5,James Marshall,3,4,False,-0.717714,-0.395207,1.05325,0.672818,11,8,15,41,49
Johnson and Sons,5,Patricia Russell,6,2,False,-1.00492,-0.139882,-1.17128,0.55359,8,5,12,61,58
Johnson and Sons,5,Laura Quinn,12,1,False,-0.0775365,-0.231937,-0.421793,1.52003,13,13,19,46,46
Johnson and Sons,5,Duncan Burgess,15,1,False,-1.46125,-0.0343166,0.564239,-0.502397,12,34,44,23,26
Johnson and Sons,6,Yvonne Lawson,8,6,False,-0.793764,-0.495929,-0.118012,-0.627607,23,30,39,20,37
Johnson and Sons,1,Neil Flynn,4,2,False,-0.834677,-1.58572,-1.48455,-1.80743,7,24,39,20,18
Johnson and Sons,1,Tracey Hanson,6,6,False,-0.23427,-0.279048,-0.654785,0.585576,9,29,43,24,32
Johnson and Sons,1,Derek Burgess,3,1,False,-0.118634,0.120648,-0.617186,1.32396,2,11,24,41,53
Pugh-Riley,0,Damien Pearson,15,4,False,-1.44361,-1.17122,1.33991,-1.22834,10,21,39,25,26
Pugh-Riley,0,Annette Dixon,10,2,False,0.750305,1.25415,1.44291,-0.682901,12,32,44,22,17
Pugh-Riley,0,Beverley Long,0,5,False,-1.0664,-0.657255,0.793813,-0.674887,21,27,42,18,16
Pugh-Riley,0,Russell Howarth,17,1,False,-0.500238,1.59614,1.4175,0.29979,22,34,45,12,26
Pugh-Riley,0,Glen Young,3,5,False,-1.34162,-0.740498,-1.18443,-0.322961,8,7,19,52,47
Pugh-Riley,0,Alexandra Bevan,17,2,False,0.315558,0.463482,0.657616,0.628458,2,3,2,62,67
Pugh-Riley,1,Diane Haynes,2,5,False,-0.100644,1.21302,-0.0894243,0.00499072,11,33,39,24,23
Pugh-Riley,1,Damien Lloyd,14,5,False,-0.457738,-1.02429,-0.189307,-0.482676,15,28,55,18,9
Pugh-Riley,1,Jordan Bailey,0,3,False,-1.10867,-1.45449,-1.42471,-0.0885962,7,5,10,46,50
Pugh-Riley,1,Charlotte Knight,2,5,True,2.12864,1.64523,0.539271,0.823568,-1,8,14,56,57
Pugh-Riley,1,Aimee Brown,17,1,False,-0.811323,-0.884634,-0.857376,-0.443706,2,6,9,49,53
Pugh-Riley,2,Catherine Hill,12,1,False,-0.145301,-0.532474,-0.174109,-0.882427,10,22,27,36,36
Pugh-Riley,2,Garry Carter,8,4,True,3.2342,1.24874,0.764704,0.704511,6,13,17,33,40
Pugh-Riley,2,Connor Singh,8,4,False,-0.915271,0.548947,1.88065,-0.771752,17,36,54,15,12
Pugh-Riley,3,Ricky Cox,10,5,False,1.64793,1.72661,-0.448766,0.612339,7,13,18,40,31
Pugh-Riley,3,Paula White,9,5,False,0.100175,0.524957,1.77027,-1.69841,15,27,45,10,13
Pugh-Riley,1,Andrew Webb,3,1,False,-0.0946338,0.156648,-0.617186,1.16396,2,8,26,41,55
Pugh-Riley,1,Lynn Vaughan,17,3,False,-0.445231,-0.935557,-0.765392,-0.567453,17,40,61,6,4
Pugh-Riley,1,Alison Buckley,3,1,False,-0.734067,-0.677227,0.614418,0.0645275,21,40,58,11,15
Pugh-Riley,1,Charles French,9,3,False,-0.65499,-0.374913,-1.00787,0.889671,10,20,34,25,24
Pugh-Riley,1,Roy Reynolds,3,6,False,-0.0345959,-0.60938,-0.533871,1.08616,1,7,6,54,55
Pugh-Riley,1,Abigail James,9,4,False,-0.526923,-0.417667,-0.392702,-1.32231,2,5,5,63,73
Pugh-Riley,1,Thomas Morgan,6,3,False,-0.402797,0.256954,-0.454633,-0.492466,15,29,51,18,17
Pugh-Riley,1,Amy Jones,2,3,True,0.461488,-0.0693031,0.435629,1.38591,10,22,45,17,17
Pugh-Riley,1,Guy Shaw,16,3,False,-0.756578,0.182725,0.382568,-0.683073,12,22,44,28,29
Pugh-Riley,1,Adam Clark,12,6,False,0.224892,-0.00077513,-0.450991,1.1799,19,24,36,22,22
Pugh-Riley,1,Catherine Scott,17,5,False,1.24573,-0.525091,-0.0715259,-0.372892,17,29,42,21,21
Pugh-Riley,1,Ruth Thompson,6,5,False,0.793993,0.51173,-0.555972,-0.50095,14,33,50,16,20
Flynn Inc,0,Helen Bennett,14,3,False,0.994059,-1.70299,-0.855536,-1.52398,1,2,2,70,60
Flynn Inc,0,Phillip Gregory,8,6,False,-1.06608,-0.39248,-0.103109,-0.409274,11,10,45,26,22
Flynn Inc,0,Edward Skinner,0,3,False,-0.0703986,-0.225017,-0.547625,0.508903,4,22,25,39,38
Flynn Inc,0,Jemma Phillips,9,4,False,-1.13885,-1.43146,-1.18652,-0.452155,4,19,30,42,33
Flynn Inc,0,Victoria Moss,12,2,False,-0.489354,-0.361717,-0.590368,0.541527,4,9,9,63,48
Flynn Inc,0,Janice Gregory,4,1,False,-0.018214,-0.989008,-0.779953,-1.14355,6,26,28,47,33
Flynn Inc,1,Charlene Marshall,0,3,False,-1.42444,-0.959211,0.461399,-0.966599,2,12,6,65,66
Flynn Inc,1,Russell Jones,16,5,True,0.898629,0.264991,1.79432,1.39001,8,11,19,42,57
Flynn Inc,1,Tracey Pearson,11,2,False,-0.990311,-1.60442,-1.9597,-0.117908,8,24,32,40,31
Flynn Inc,1,Kelly Finch,17,1,False,-0.572412,-0.452327,0.740685,0.611732,14,25,37,24,29
Flynn Inc,1,Christian Dixon,16,4,False,-0.1383,0.348686,1.29476,-1.26976,12,30,51,6,8
Flynn Inc,1,Lynn Edwards,12,3,False,-0.339171,-0.547201,-0.403376,-0.340342,7,16,22,30,28
Flynn Inc,1,Timothy Ferguson,15,2,False,-0.812363,-0.474156,-0.705066,-0.975306,3,14,23,39,37
Flynn Inc,1,Andrew Thomas,11,3,False,-0.00921551,-1.27649,-0.707606,-1.49766,5,6,0,35,40
Flynn Inc,1,Kenneth James,6,6,False,-0.198486,-0.940002,-0.439879,0.0761876,2,14,23,35,47
Flynn Inc,1,Rachael Bennett,1,5,False,0.0809022,0.107813,-0.195718,-0.312377,17,25,44,12,18
Flynn Inc,1,Cameron Oliver,12,4,False,-0.558335,-0.36648,-0.98944,0.530388,3,17,32,39,40
Flynn Inc,2,Frances Law,2,3,False,0.240226,1.00273,1.18929,0.499504,9,13,21,41,39
Flynn Inc,2,Danielle Bird,13,5,False,0.506448,0.58683,0.189795,0.320205,14,24,31,27,25
Flynn Inc,2,Clive McLean,10,1,False,-2.33048,-0.684652,-1.61441,1.01715,6,19,19,42,49
Flynn Inc,1,Frederick Nash,0,3,False,-1.14267,-1.42349,-1.25371,-0.0405961,6,8,6,46,52
Flynn Inc,1,Tracy Parkes,9,4,False,0.90713,1.53508,0.997439,-1.25409,6,20,30,17,38
Flynn Inc,1,Rita Edwards,11,2,False,-0.852271,-0.67596,-0.825641,0.186621,19,27,30,19,24
Flynn Inc,3,Kim Lucas,14,2,False,-0.915186,-0.311503,-0.736269,-0.768662,9,17,23,41,41
Flynn Inc,3,Dale Johnson,15,3,False,-0.14133,-1.12848,0.151926,-1.52632,13,7,29,36,34
Flynn Inc,3,Hazel Matthews,6,1,False,0.369469,0.730114,0.222399,1.07473,1,3,11,60,55
Flynn Inc,3,Charlene Price,0,2,False,-0.522492,-1.4521,-0.850558,0.54532,26,27,41,19,8
Flynn Inc,3,Mandy Edwards,1,5,False,-1.04923,0.162571,-0.160499,-0.217344,7,22,25,31,39
"Evans, Jackson and Lane",0,Pamela Hall,9,5,False,-1.16975,-1.55811,-0.464804,-0.175097,3,2,5,52,52
"Evans, Jackson and Lane",1,Christopher Power,15,4,False,-0.360641,-0.785219,3.1056,-1.33709,19,39,55,9,8
"Evans, Jackson and Lane",1,Carolyn Thompson,17,2,False,0.578611,0.729618,0.853854,0.414535,15,23,33,29,33
"Evans, Jackson and Lane",1,Gordon Hughes,6,2,True,1.41985,1.52363,0.423886,0.691648,1,6,11,64,45
"Evans, Jackson and Lane",1,Stewart Armstrong,0,5,False,0.121824,-0.0367915,-0.383312,1.35501,13,25,33,40,25
"Evans, Jackson and Lane",2,Lauren Murphy,6,1,False,-0.518375,-0.224919,-0.914213,-0.318687,5,13,4,46,37
"Evans, Jackson and Lane",2,Stephanie Gray,6,1,False,-0.459933,-0.469852,-0.430135,0.410986,7,15,32,28,28
"Evans, Jackson and Lane",2,Deborah Armstrong,3,3,False,-0.410503,-1.10365,-0.843071,1.00909,14,9,10,44,45
"Evans, Jackson and Lane",2,Oliver King,10,5,False,1.59084,-0.49222,0.261773,-1.23909,5,6,-2,62,54
"Evans, Jackson and Lane",2,Ryan Ferguson,17,2,False,-0.798714,-0.517635,-0.385349,-0.957616,2,5,7,46,54
"Evans, Jackson and Lane",2,Mohammed Chandler,12,5,False,1.21011,-0.0579109,0.0458403,0.681754,4,4,7,55,54
"Evans, Jackson and Lane",1,Reece Hussain,10,4,False,1.82697,1.8203,1.73871,-0.954046,19,23,49,19,17
"Evans, Jackson and Lane",1,Jonathan Coleman,0,2,False,-0.13528,-0.462265,-0.994764,0.989433,21,42,60,8,12
"Evans, Jackson and Lane",1,Natalie Patel,14,2,False,-0.188712,-0.486084,-0.409665,1.41129,18,43,45,20,13
"Evans, Jackson and Lane",1,Keith Russell,17,1,False,0.988234,-0.169662,1.06268,-1.40102,19,22,55,11,13
"Evans, Jackson and Lane",2,Joanna O'Donnell,4,1,False,1.00318,-0.300748,-0.102689,-0.324446,19,29,55,9,11
"Evans, Jackson and Lane",2,Iain Perry,1,5,False,1.5309,-0.417992,1.04907,0.304989,11,24,30,30,23
"Evans, Jackson and Lane",2,Jennifer Wong,12,1,False,0.238519,0.577814,0.659263,1.49812,8,4,5,59,45
"Evans, Jackson and Lane",2,Lindsey Ashton,10,5,True,0.75263,1.94477,0.526004,0.734599,-2,2,10,36,50
"Evans, Jackson and Lane",2,Stuart Holland,6,4,False,0.194978,0.68007,-0.0434697,1.29335,13,14,17,44,31
"Evans, Jackson and Lane",2,Jamie Williams,3,4,False,-0.890957,-0.473265,-1.22745,-0.86251,14,15,30,37,25
"Evans, Jackson and Lane",3,Joan Sims,16,3,False,-1.17432,-0.829409,0.236265,-1.23509,-3,3,2,61,63
"Evans, Jackson and Lane",3,Catherine Wood,0,4,False,0.285833,0.156571,-0.774817,-0.0840108,16,41,58,7,2
"Evans, Jackson and Lane",3,Tracy Barker,2,5,False,-0.0966438,1.12102,-0.143424,-0.0300093,6,30,42,27,25
"Evans, Jackson and Lane",3,Graeme Bell,17,6,False,0.0772361,0.548724,-0.197849,1.8975,3,10,17,49,57
"Evans, Jackson and Lane",3,Jordan Mitchell,9,1,False,-0.460444,-0.565278,-0.287828,-0.33948,12,32,48,18,19
"Evans, Jackson and Lane",3,Terry Spencer,4,6,False,-0.931594,-1.25305,-1.14526,-0.963461,4,6,9,52,47
"Evans, Jackson and Lane",4,Harriet Parry,3,3,False,0.0796685,-0.112649,-0.504922,1.24709,10,23,24,40,35
"Evans, Jackson and Lane",4,Danielle Hurst,17,4,False,-0.649569,-0.460159,-1.2302,0.487561,10,7,17,46,55
"Evans, Jackson and Lane",5,Damien Morton,12,2,False,-0.600354,-0.263717,-0.651368,0.511527,3,13,6,64,50
"Evans, Jackson and Lane",5,Diana Oliver,13,1,False,0.197284,0.0717142,-0.194879,0.754616,11,29,45,29,25
"Evans, Jackson and Lane",5,Vincent Mason,10,1,False,-0.789205,-0.0279532,0.334027,-0.933048,7,3,7,59,44
"Evans, Jackson and Lane",5,Allan Pearce,13,1,False,-0.129164,0.420502,1.54534,-0.268652,20,43,54,11,10
"Evans, Jackson and Lane",5,Anna Ward,17,2,False,1.25458,-0.903015,0.286618,-0.610007,13,44,46,10,11
"Evans, Jackson and Lane",1,Beth Wilkins,12,5,False,-0.349074,0.224434,-0.144812,0.374689,19,38,45,4,16
"Evans, Jackson and Lane",1,Shaun Harris,11,3,True,0.42284,-0.931429,0.89118,-0.692179,15,32,41,30,20
May Ltd,0,Katie Nicholson,9,5,False,-0.986427,-0.951145,-0.649469,-0.17084,4,3,15,57,59
May Ltd,1,Owen Williams,0,3,False,-0.673833,-1.34536,-0.61702,-1.84509,9,34,20,38,35
May Ltd,1,Alexander Lewis,6,4,False,-0.986753,-0.604904,-0.939312,-0.179218,20,22,34,24,17
May Ltd,1,Janice Gregory,9,1,False,-0.21138,0.415211,-0.700034,-0.48681,8,27,50,11,12
May Ltd,1,Brett Payne,0,2,False,-1.08387,-0.524936,-1.16134,-1.35906,5,16,31,33,51
May Ltd,1,Lindsey Cooke,2,5,True,2.14764,1.63523,0.460271,0.920568,2,4,10,59,55
May Ltd,1,Nigel Jackson,12,1,False,-1.11559,-0.573642,-1.45012,0.0950813,11,10,19,52,50
May Ltd,1,Elaine Burns,17,3,False,2.41311,-0.237162,-1.2539,-0.207305,-1,3,5,52,62
May Ltd,1,Frederick Higgins,3,6,False,-0.284936,-0.722762,-0.695857,1.47789,7,18,33,28,32
May Ltd,2,Jonathan James,11,4,False,1.63979,1.64566,0.139581,0.456953,8,6,9,50,61
May Ltd,1,Jacqueline Davies,9,4,False,-0.0461748,-0.517967,-0.167082,0.630114,20,45,54,9,5
May Ltd,1,Ben Harrison,14,4,True,0.252068,-0.0918781,1.87184,0.967256,2,20,11,51,46
May Ltd,1,Aimee Owen,17,3,False,-1.18081,-1.55728,-1.36,-1.33668,9,20,48,29,27
May Ltd,1,Iain Alexander,1,6,False,-0.626511,-0.753036,-0.689229,-0.789511,7,16,22,42,40
May Ltd,1,Wendy Graham,12,3,False,-0.710636,-0.991638,-0.975314,-0.549904,25,49,55,7,5
May Ltd,1,Natalie Crawford,6,2,True,1.7204,1.03508,0.306177,1.00562,0,3,3,46,40
May Ltd,2,Vanessa Harvey,9,4,False,0.779188,0.401404,0.0610704,-0.36179,10,36,55,7,9
May Ltd,3,Mark Dixon,15,1,False,0.32939,1.82317,0.338407,2.9136,-2,3,4,70,68
May Ltd,3,Rachel Cunningham,14,3,True,-0.670382,2.26362,-0.815526,2.85691,2,6,13,66,63
May Ltd,3,Darren Turner,15,2,False,1.30381,2.62736,2.38398,0.0739249,15,22,43,38,20
May Ltd,3,Raymond John,13,1,False,0.161284,0.122714,-0.141879,0.683616,17,30,42,30,22
May Ltd,3,Karl Bell,17,5,False,0.193048,-0.396635,-0.551566,-0.0558356,13,24,37,27,30
May Ltd,1,Marion Clarke,10,5,False,1.64084,-0.34822,0.259773,-1.21109,6,4,-2,61,60
May Ltd,1,Stewart Simpson,3,6,False,-0.00159592,-0.61938,-0.479871,1.13416,-1,8,9,54,51
May Ltd,1,Eleanor Parry,13,1,False,1.47733,0.783834,0.0128243,-0.590314,24,29,67,8,14
May Ltd,1,Justin Smith,9,5,False,0.0842867,-0.788238,-0.992994,-1.92308,11,20,22,35,38
May Ltd,1,Jeffrey Watson,3,3,False,-0.399503,-1.12865,-0.846071,0.985087,11,5,8,45,49
May Ltd,1,Sandra Mann,9,4,False,-1.14385,-1.57346,-1.19252,-0.548155,2,18,31,40,34
May Ltd,4,Jonathan Evans,0,2,False,-0.0142939,2.08848,2.12536,0.16907,8,11,26,36,40
May Ltd,5,Gary Bailey,11,2,False,-0.937311,-1.49142,-1.8307,-0.0999075,7,26,31,36,32
May Ltd,5,Joseph Armstrong,16,3,False,0.357155,2.09999,2.51046,1.42067,11,20,24,26,31
May Ltd,5,Joel Pearce,10,3,False,-1.15589,-1.10765,-0.567753,-0.45743,19,35,39,18,14
May Ltd,5,Roger Norris,6,2,True,1.40085,1.65263,0.504886,0.720648,3,5,7,64,43
May Ltd,1,Jay Pearce,16,4,False,-0.0582997,0.309686,1.36176,-1.29676,14,31,46,11,5
May Ltd,1,David Taylor,1,5,False,-1.04502,-0.865971,-1.23757,-0.168956,10,11,21,38,34
